Name,Disc. Date,mmax,Host Name,R.A.,Dec.,Type
SN2016bkv,2016/03/21,13.35,NGC 3184,10:18:19.31,+41:25:39.3,II
SN1999gi,1999/12/09,13.9,NGC 3184,"10:18:16.66,10:18:16.661,10:18:16.62","+41:26:28.2,+41:26:28.21,+41:26:28.6",II
SN1921C,1921/12/05,10.8,NGC 3184,"10:18:23,10:18:23.100,10:18:23.1,10:18:24.00","+41:21.0,+41:21:02.00,+41:21:02.0,+41:21:31.9",I
SN1937F,1937/12/09,13.5,NGC 3184,"10:18:16,10:18:16.700,10:18:16.7,10:18:17.42","+41:22.5,+41:22:29.00,+41:22:29.0,+41:22:58.9",II
SN1921B,1921/04/06,13.5,NGC 3184,"10:18:19,10:18:19.000,10:18:19.0,10:18:19.83","+41:22.3,+41:22:18.00,+41:22:18.0,+41:22:47.9",II
SN2002bo,2002/03/09,13.1,NGC 3190,"10:18:06.51,10:18:06.511,10:18:06.52","+21:49:41.7,+21:49:41.70,+21:49:41.2",Ia
SN2002cv,2002/05/13,13.95,NGC 3190,"10:18:03.68,10:18:03.679","+21:50:06.2,+21:50:06.0,+21:50:06.00",Ia
SN2017egm,2017/05/23,13.16,NGC 3191,"10:19:05.620,10:19:05.52,10:19:05.62","+46:27:14.08,+46:27:14.04,+46:27:14.0",SLSN-I
SN1988B,1988/01/18,15.5,NGC 3191,"10:19:07,10:19:07.200,10:19:07.2,10:19:05.06","+46:28.1,+46:28:06.00,+46:28:06.0,+46:27:24.3",Ia
SN2005kx,2005/11/26,17.2,NGC 3197,10:14:26.09,+77:49:19.4,II
SN1966J,1966/12/20,13,NGC 3198,"10:19:45,10:19:45.800,10:19:45.8,10:19:45.41","+45:30.2,+45:30:10.00,+45:30:10.0,+45:30:14.2",Ia
SN1999bw,1999/04/20,17.28,NGC 3198,"10:19:46.81,10:19:46.8,10:19:46.810","+45:31:35.0,+45:31:35.04,+45:31:35.00",IIn?
SN1953D,1953/03/08,19.5,NGC 3200,"10:18:36,10:18:36.800,10:18:36.8,10:18:37.63","-17:58.1,-17:58:08.00,-17:58:08.0,-17:58:00.5",
SNhunt334,2017/11/22,20.1,NGC 3204,"10:20:14.800,10:20:14.88",+27:48:49.32,
SN2009jy,2009/10/14,17.2,NGC 3208,10:19:39.25,-25:49:21.9,Ic
SN2018L,2017/12/25,16.86,NGC 3214,"10:23:09.240,10:23:09.36,10:23:09.29","+57:02:34.90,+57:02:35.16,+57:02:35.1",Ia
SN2018bwv,2018/05/23,16.2,NGC 322,"00:57:09.857,00:57:09.864",-43:43:38.28,Ia
SN1961L,1961/07/01,17.5,NGC 3221,"10:22:19.01,10:22:19.02,10:22:19.010","+21:35:03.8,+21:35:04.1,+21:35:03.91,+21:35:03.9",
SN1976K,1976/12/21,17,NGC 3226,"10:23:28.8,10:23:28.900,10:23:28.9,10:23:28.80","+19:54:15,+19:54:22.00,+19:54:22.0,+19:54:15.0",I
SN1983U,1983/11/04,12,NGC 3227,"10:23:29.31,10:23:29.38,10:23:29.410,10:23:29.41","+19:51:54.9,+19:51:55.46,+19:51:55.69,+19:51:55.7,+19:51:55.5",Ia
SN2012A,2012/01/07,12.6,NGC 3239,10:25:07.39,+17:09:14.6,II P
SN2001M,2001/01/21,17.35,NGC 3240,"10:24:31.48,10:24:31.481","-21:47:40.6,-21:47:40.60",Ic
SN2008ef,2008/07/05,17.8,NGC 3241,10:24:17.17,-32:29:12.6,
SN2010ev,2010/06/27,13.7,NGC 3244,10:25:28.99,-39:49:51.2,Ia
SN1999gj,1999/11/17,17.3,NGC 3251,"10:29:19.27,10:29:19.20,10:29:19.270","+26:06:19.2,+26:06:20.2,+26:06:19.19",Ia
SN2017byv,2017/03/05,19.13,NGC 3253,"10:28:27.720,10:28:27.72","+12:42:05.97,+12:42:05.9",II
SN2019ail,2019/01/08,18.84,NGC 3253,10:28:27.280,+12:42:21.81,IIb
SN2019np,2019/01/09,13.86,NGC 3254,"10:29:21.960,10:29:22.08","+29:30:38.40,+29:30:38.16",Ia
SN1941B,1941/03/28,15.1,NGC 3254,"10:29:19,10:29:19.600,10:29:19.6,10:29:19.44","+29:29.0,+29:28:58.00,+29:28:58.0,+29:28:58.1",
SN2001db,2001/01/09,16.3,NGC 3256,"10:27:50.4,10:27:50.400,10:27:50.40","-43:54:21,-43:54:20.99,-43:54:21.0",II
SN2018ec,2018/01/03,15.1,NGC 3256,10:27:50.770,-43:54:06.30,Ic
SN2010hx,2010/09/16,15.2,NGC 3258,10:28:51.06,-35:36:22.3,Ia
SN1997Z,1997/02/10,15.5,NGC 3261,"10:29:06.65,10:29:06.650","-44:39:35.2,-44:39:35.21",II
SN2008fw,2008/09/19,14.2,NGC 3261,10:28:55.97,-44:39:55.6,Ia
SN1950M,1950/03/19,14.5,NGC 3266,"10:33:16,10:33:16.900,10:33:16.9,10:33:17.93","+64:45.1,+64:45:05.00,+64:45:05.0,+64:45:01.0",
SN2009bb,2009/03/21,14.67,NGC 3278,"10:31:33.92,10:31:33.87","-39:57:28.2,-39:57:30.0",Ic BL
SN2007av,2007/03/20,14.07,NGC 3279,"10:34:43.18,10:34:43.2,10:34:43.17","+11:11:39.1,+11:11:37.68,+11:11:38.3",II
SN2013ge,2013/11/08,14.25,NGC 3287,10:34:48.46,+21:39:41.9,Ic
SN1992G,1992/02/09,13.38,NGC 3294,"10:36:18.57,10:36:18.55,10:36:18.509,10:36:18.51","+37:19:16.2,+37:19:15.99,+37:19:13.91,+37:19:13.9,+37:19:16.0",Ia
SN1990H,1990/04/09,16,NGC 3294,"10:36:15.08,10:36:15.079","+37:19:27.2,+37:19:27.19",II P
SN2019aik,2019/01/30,15.6,NGC 3304,"10:37:38.360,10:37:38.4","+37:27:29.70,+37:27:29.52",Ia
SN2002hg,2002/10/28,16.7,NGC 3306,"10:37:10.60,10:37:10.56","+12:39:13.2,+12:39:12.96,+12:39:12.8",II
SNhunt156,2012/11/04,18.7,NGC 3306,"10:37:10.19,10:37:10.08","+12:39:09.0,+12:39:09",
SN1991N,1991/03/29,13.9,NGC 3310,"10:38:46.38,10:38:46.37,10:38:46.370","+53:30:05.0,+53:30:04.74,+53:30:04.72,+53:30:04.7",Ic
SN1974C,1974/02/26,16.5,NGC 3310,"10:38:45,10:38:45.600,10:38:45.6,10:38:46.47","+53:30.0,+53:30:03.00,+53:30:03.0,+53:29:52.5",
SN2002jp,2002/11/23,16.7,NGC 3313,10:37:26.50,-25:21:35.2,Ic
SN2017ahn,2017/02/08,15.94,NGC 3318,"10:37:17.450,10:37:17.52","-41:37:05.27,-41:37:05.16",II
SN2000cl,2000/05/26,14.4,NGC 3318,"10:37:16.07,10:37:16.070","-41:37:47.8,-41:37:47.78",II
SN2004bs,2004/05/16,17,NGC 3323,10:39:39.30,+25:19:19.9,Ib
SN2005kk,2005/11/17,17.7,NGC 3323,10:39:40.02,+25:19:25.1,II
SN2001N,2001/01/21,16.2,NGC 3327,"10:39:58.08,10:39:58.080","+24:05:26.0,+24:05:26.02",Ia
SN2005ki,2005/11/18,15.36,NGC 3332,"10:40:28.355,10:40:28.32,10:40:28.22","+09:10:57.14,+09:12:08.39,+09:12:08.4",Ia
SN1984S,1984/12/20,15,NGC 3336,"10:40:17.2,10:40:17.189,10:40:17.19,10:40:17.20","-27:46:28,-27:46:28.31,-27:46:28.3,-27:46:28.0",
SN2005O,2005/01/16,15.2,NGC 3340,"10:42:18.32,10:42:18.24","-00:22:41.2,-00:22:41.16",Ib
SN2007fp,2007/02/26,16.3,NGC 3340,10:42:18.21,-00:22:38.4,II
SN2012fh,2012/10/18,11.98,NGC 3344,10:43:34.05,+24:53:29.0,IIb/Ib/Ic
SN2017jmj,2017/12/29,16,NGC 3349,"10:43:50.400,10:43:50.4,10:43:50.36","+06:45:54.50,+06:45:55.224,+06:45:55.3,+06:45:55.188",Ic
SN2012aw,2012/03/16,11.96,NGC 3351,"10:43:53.735,10:43:53.752,10:43:53.76,10:43:53.72","+11:40:17.63,+11:40:17.89,+11:40:17.9,+11:40:17.7",II P
SN2011jl,2011/11/27,15.5,NGC 3354,10:43:02.95,-36:21:52.4,Ic
SN1985H,1985/04/12,16.4,NGC 3359,"10:46:32.1,10:46:32.16,10:46:32.900,10:46:32.9,10:46:31.64","+63:13:49,+63:13:49.44,+63:13:45.00,+63:13:45.0,+63:13:48.9",II
SN2019cda,2019/03/24,18.08,NGC 3362,10:44:49.850,+06:36:04.03,Ic
SN2001Y,2001/03/03,17.4,NGC 3362,"10:44:50.42,10:44:50.419","+06:35:50.8,+06:35:50.78",II
SN2010ct,2010/05/15,19.2,NGC 3362,10:44:50.02,+06:36:05.3,II
SN2005Z,2005/01/31,16.1,NGC 3363,"10:45:09.18,10:45:09.07",+22:04:38.3,II
SN1986A,1986/02/04,14,NGC 3367,"10:46:36.54,10:46:36.56,10:46:36.600,10:46:36.60","+13:45:00.6,+13:45:00.63,+13:45:01.12,+13:45:01.1",Ia
SN2018kp,2018/01/24,17.32,NGC 3367,"10:46:33.060,10:46:33.12","+13:44:31.00,+13:44:30.84",Ia
SN1992C,1992/01/28,16.5,NGC 3367,"10:46:36.23,10:46:36.200,10:46:36.2,10:46:36.84","+13:44:40.6,+13:44:41.00,+13:44:41.0,+13:44:35.0",II
SN2003aa,2003/01/31,16,NGC 3367,"10:46:36.82,10:46:36.828","+13:45:32.2,+13:45:32.29",Ic
SN2007am,2007/03/11,17.6,NGC 3367,10:46:33.62,+13:45:09.3,II
SN1998bu,1998/05/09,11.44,NGC 3368,"10:46:46.01,10:46:46.030,10:46:46.03","+11:50:07.5,+11:50:07.12,+11:50:07.15",Ia
SN2014cx,2014/09/02,13.1,NGC 337,"00:59:47.83,00:59:47.832,00:59:48","-07:34:18.6,-07:34:18.588,-07:34:18.84",II P
SN2011dq,2011/05/15,13.17,NGC 337,00:59:47.75,-07:34:20.5,II
SN1994ae,1994/11/14,12,NGC 3370,"10:47:01.94,10:47:01.92,10:47:01.951,10:47:01.95","+17:16:30.8,+17:16:30.66,+17:16:31.01,+17:16:31.0,+17:16:30.7",Ia
SN1998dn,1998/08/19,15.8,NGC 337A,"01:01:27.08,01:01:27.079","-07:36:36.7,-07:36:36.68",II
SN1967C,1967/02/28,12.46,NGC 3389,"10:48:25.1,10:48:24.96,10:48:25.200,10:48:25.2,10:48:25.02","+12:32:43,+12:32:43.08,+12:32:40.00,+12:32:40.0,+12:32:43.5",Ia
SN2009md,2009/12/04,15.66,NGC 3389,10:48:26.28,+12:32:02.8,II
SN2010Y,2010/02/08,14.62,NGC 3392,"10:51:03.90,10:51:03.994,10:51:04.08,10:51:03.95","+65:46:47.0,+65:46:46.40,+65:46:46.92,+65:46:47",Ia
SN2018aqi,2018/04/06,15.6,NGC 3393,"10:48:25.439,10:48:25.44","-25:09:35.82,-25:09:35.64",Ia
SN2008bt,2008/04/13,15.2,NGC 3404,"10:50:16.99,10:50:16.88","-12:06:31.5,-12:06:32.0",Ia
SN2018ka,2018/01/12,18.9,NGC 3408,10:52:11.200,+58:26:24.60,Ia
SN2017ijx,2017/11/18,16.9,NGC 3410,"10:51:53.020,10:51:53.04,10:51:53.02","+51:00:28.90,+51:00:29.16,+51:00:29.0",Ia
SN2009ls,2009/11/23,14.31,NGC 3423,10:51:14.58,+05:50:58.8,II
SN2009al,2009/02/26,15.84,NGC 3425,"10:51:22.07,10:51:22.049,10:51:22.08,10:51:22.04","+08:34:42.7,+08:34:41.98,+08:34:41.988,+08:34:42.2",Ia
SN2019ape,2019/02/05,18.45,NGC 3426,"10:51:42.538,10:51:42.53","+18:28:52.73,+18:28:52.7",Ic
SNhunt321,2016/06/17,,NGC 3426,10:51:41.76,+18:28:51.6,
SN2004ez,2004/10/15,17.2,NGC 3430,10:52:15.11,+32:57:20.1,II
SN2000ch,2000/05/03,,NGC 3432,"10:52:41.40,10:52:41.400","+36:40:09.5,+36:40:08.5,+36:40:08.51",LBV
SN1999bh,1999/03/29,16.93,NGC 3435,"10:54:46.97,10:54:46.970","+61:17:20.0,+61:17:20.00",Ia
SN2004bm,2004/04/25,17.77,NGC 3437,10:52:35.33,+22:56:05.5,Ic
SN2016jby,2016/12/27,17.06,NGC 3438,"10:52:25.890,10:52:25.92","+10:32:38.20,+10:32:38.76",II
SN2004bn,2004/04/23,18.7,NGC 3441,"10:52:31.06,10:52:30.96","+07:13:41.2,+07:13:41.16",II
SN2012ht,2012/12/18,12.91,NGC 3447,10:53:22.75,+16:46:34.9,Ia
SN2014G,2014/01/14,13.65,NGC 3448,"10:54:34.13,21:38:32.059","+54:17:56.9,+54:17:56.0,-06:54:17.29",II L
SN2012bu,2012/01/16,17.9,NGC 3449,"10:52:56.61,10:52:56.6,10:52:56.64","-32:56:07.1,-32:56:07,-32:56:07.08",II P
SN2005as,2005/01/21,15.9,NGC 3450,"10:48:03.62,10:48:03.52","-20:50:57.2,-20:50:56.5",Ia
SN1997dn,1997/10/29,16,NGC 3451,"10:54:18.95,10:54:18.950","+27:14:07.3,+27:14:07.30",II
SN2018ie,2018/01/18,16.73,NGC 3456,"10:54:00.96,10:54:01.060","-16:01:21.72,-16:01:21.40",Ic BL
SN1991F,1991/02/10,18,NGC 3458,"10:56:02.21,10:56:02.200,10:56:02.2,10:56:03.14","+57:06:48.1,+57:06:48.00,+57:06:48.0,+57:06:49.0",Ia
SN2012cy,2012/06/14,16.8,NGC 3462,"10:55:21.80,10:55:21.8,10:55:21.6","+07:41:50.4,+07:41:50,+07:41:44.052",Ia
SN2015H,2015/02/10,16.37,NGC 3464,10:54:42.16,-21:04:13.8,Ia Pec
SN2019dxd,2019/04/22,18.69,NGC 3464,"10:54:41.838,10:54:41.76","-21:04:01.24,-21:04:00.84",II
SN2002hy,2002/11/12,16.4,NGC 3464,10:54:39.18,-21:03:41.2,Ib
SN2002J,2002/01/21,16.6,NGC 3464,10:54:38.36,-21:03:53.6,Ic
SN2004bc,2004/04/01,17,NGC 3465,"10:59:31.30,10:59:31.41","+75:11:28.7,+75:11:28.9",Ia
SN2006I,2006/01/19,17.5,NGC 3465,10:59:30.03,+75:11:34.0,
SN2012hf,2012/11/22,17.2,NGC 3469,10:56:57.46,-14:17:37.8,Ic
SN2007sa,2007/11/21,14.2,NGC 3499,11:03:10.78,+56:13:26.3,Ia
SN1998cf,1998/03/31,15,NGC 3504,"11:03:11.23,11:03:11.21,11:03:11.210","+27:58:21.3,+27:58:21.0,+27:58:21.00",
SN2001ac,2001/03/12,17.8,NGC 3504,"11:03:15.37,11:03:15.370","+27:58:29.5,+27:58:29.50",IIn
SN2017dfq,2017/04/20,16.32,NGC 3506,"11:03:12.900,11:03:12.96,11:03:12.90,11:03:13.00","+11:04:40.20,+11:04:40.08,+11:04:40.2,+11:04:40.44,+11:04:40.87",Ia
SN2003L,2003/01/12,15,NGC 3506,"11:03:12.33,11:03:12.24,11:03:12.328","+11:04:38.3,+11:04:37.92,+11:04:38.09",Ib
SN2010bi,2010/03/24,17.7,NGC 3509,11:04:25.49,+04:50:17.6,II
SN1996cb,1996/12/15,13.7,NGC 3510,"11:03:41.98,11:03:41.981","+28:54:13.7,+28:54:13.72",IIb
SN2001fv,2001/11/03,16.4,NGC 3512,"11:04:01.66,11:04:01.661","+28:01:55.7,+28:01:55.70",II
SN1995H,1995/02/24,16,NGC 3526,"11:06:55.42,11:06:55.421","+07:10:19.6,+07:10:19.60",II
SN1992Y,1992/05/02,19,NGC 3527,"11:07:19.28,11:07:19.300,11:07:19.3,11:07:19.19","+28:31:29.6,+28:31:30.00,+28:31:30.0,+28:31:34.1",
SNhunt139,2012/06/19,19.2,NGC 3534B,"11:08:56.5,11:08:56.63,11:08:56.64","+26:35:30,+26:35:30.0,+26:35:30.12",Candidate
SN2017cze,2017/04/11,15.8,NGC 3546,"11:09:46.820,11:09:46.8","-13:22:50.66,-13:22:50.52",Ia
SNhunt273,2015/01/23,17,NGC 3549,"11:10:55.7,11:10:55.65,11:10:55.68","+53:22:49,+53:22:49.3,+53:22:49.44",II
SN1969B,1969/02/06,14.57,NGC 3556,"11:11:21,11:11:21.800,11:11:21.8,11:11:21.52","+55:40.2,+55:40:12.00,+55:40:12.0,+55:40:10.6",II
SN2009my,2009/12/24,17.2,NGC 3559,11:10:46.38,+12:01:14.6,II
SN1953A,1953/04/16,16,NGC 3561A,"11:11:13,11:11:13.200,11:11:13.2,11:11:15.38","+28:42.9,+28:42:55.00,+28:42:55.0,+28:41:54.0",
SN2014dw,2014/11/06,15.5,NGC 3568,11:10:48.41,-37:27:02.2,II
SN1973D,1973/01/30,17,NGC 3570,"11:12:06,11:12:06.300,11:12:06.3,11:12:04.54","+27:35.2,+27:35:13.00,+27:35:13.0,+27:35:13.3",
SN1973A,1973/01/11,18,NGC 3574,"11:12:14,11:12:14.000,11:12:14.0,11:12:11.99","+27:38.0,+27:37:59.00,+27:37:59.0,+27:37:59.2",
SN1975P,1975/12/01,15,NGC 3583,"11:14:18,11:14:18.100,11:14:18.1,11:14:16.04","+48:18.4,+48:18:26.00,+48:18:26.0,+48:18:29.5",I
SN2011eh,2011/07/20,14.81,NGC 3613,"11:18:31.56,11:18:31.70","+57:58:36.9,+57:58:37.2",Ia
SN2013am,2013/03/21,14.89,NGC 3623,"11:18:56.95,11:18:56.939,11:18:56.93","+13:03:49.4,+13:03:50.03,+13:03:49.3",II
SN1983W,1983/12/06,13.49,NGC 3625,"11:20:32.5,11:20:32.64,11:20:32.200,11:20:32.2,11:20:32.53","+57:46:55,+57:46:55.2,+57:46:60.00,+57:47:00.0",Ia
SN1989B,1989/01/30,11.2,NGC 3627,"11:20:13.93,11:20:13.92,11:20:13.91,11:20:13.900,11:20:13.9","+13:00:18.9,+13:00:19.44,+13:00:19.2,+13:00:19.00,+13:00:19.0",Ia
SN1997bs,1997/04/15,16.45,NGC 3627,"11:20:14.16,11:20:14.25,11:20:14.251","+12:58:19.56,+12:58:19.6,+12:58:19.60",IIn
SN2009hd,2009/07/02,14.66,NGC 3627,"11:20:16.99,11:20:16.96","+12:58:46.3,+12:58:46.6",II
SN1973R,1973/12/19,13.9,NGC 3627,"11:20:11.5,11:20:11.52,11:20:11.500,11:20:11.65","+12:59:55,+12:59:55.32,+12:59:47.00,+12:59:47.0,+12:59:55.0",II
SN2016bau,2016/03/13,15.22,NGC 3631,"11:20:59.02,11:20:59.0352,11:20:59.01,11:20:59","+53:10:25.6,+53:10:25.3056",Ib
SN1965L,1965/09/29,15.95,NGC 3631,"11:20:58.2,11:20:58.08,11:20:58.400,11:20:58.4,11:20:59.43","+53:11:06,+53:11:06.36,+53:11:14.00,+53:11:14.0,+53:11:13.9",II
SN1996bu,1996/11/14,17.3,NGC 3631,"11:20:59.18,11:20:59.28,11:20:59.30,11:20:59.299","+53:12:08.0,+53:12:08.28,+53:12:08.4,+53:12:08.39",II
SN1964A,1964/02/04,17,NGC 3631,"11:20:54.1,11:20:54.24,11:20:54.500,11:20:54.5,11:20:55.43","+53:11:40,+53:11:40.2,+53:11:48.00,+53:11:48.0,+53:11:47.9",II
SN1996V,1996/03/28,16.5,NGC 3644,"11:21:31.23,11:21:31.229","+02:48:40.4,+02:48:40.39",Ia
SN1999cd,1999/05/14,17,NGC 3646,"11:21:42.89,11:21:42.890","+20:09:24.1,+20:09:24.08",II
SN1989N,1989/06/30,14.5,NGC 3646,"11:21:41.30,11:21:42.900,11:21:42.9","+20:09:29.8,+20:09:29.83,+20:09:24.00,+20:09:24.0",II
SN1970N,1970/08/03,18.8,NGC 365,"01:04:19,01:04:19.100,01:04:19.1,01:04:18.73","-35:06.9,-35:06:56.00,-35:06:56.0,-35:07:00.7",
SN2002ji,2002/11/30,14.7,NGC 3655,11:22:53.15,+16:35:10.0,Ib
SN1963K,1963/06/15,15,NGC 3656,"11:23:39.70,11:23:39.701","+53:50:12.7,+53:50:12.9,+53:50:12.70",I
SN1973C,1973/01/11,17,NGC 3656,"11:23:36,11:23:36.700,11:23:36.7,11:23:37.47","+53:50.6,+53:50:34.00,+53:50:34.0,+53:50:25.8",
SN2017byz,2017/03/04,16.46,NGC 3660,"11:23:30.780,11:23:30.72","-08:39:11.84,-08:39:11.952",II
SN2018jlp,2018/12/04,18.73,NGC 3660,11:23:33.246,-08:39:04.98,II
SN2015bd,2015/12/07,15.9,NGC 3662,11:23:45.88,-01:06:21.2,Ia
SN2006ax,2006/03/20,14.8,NGC 3663,"11:24:03.46,11:24:03.36,11:24:3.36","-12:17:29.2,-12:17:29.76,-12:17:29.04",Ia
SN2002hl,2002/11/04,16.3,NGC 3665,11:24:40.12,+38:46:03.0,Ia
SN2007bm,2007/04/20,13.73,NGC 3672,"11:25:02.30,11:25:2.40","-09:47:53.8,-09:47:53.81",Ia
SN2008gz,2008/11/05,16.4,NGC 3672,11:25:03.24,-09:47:51.0,II
SN1984R,1984/12/02,13,NGC 3675,"11:26:07.34,11:26:07.33,11:26:07.361,11:26:07.36","+43:35:05.8,+43:35:05.77,+43:35:06.22,+43:35:06.2",
SN1999ew,1999/11/13,16.5,NGC 3677,"11:26:17.66,11:26:17.659","+46:58:32.7,+46:58:32.70",II
SN2004gr,2004/12/11,17.9,NGC 3678,11:26:15.02,+27:52:06.7,II
SN2004C,2004/01/12,15.4,NGC 3683,"11:27:29.72,11:27:29.76","+56:52:48.2,+56:52:48.36",IIb
SN1989A,1989/01/19,13.85,NGC 3687,"11:27:59.02,11:27:58.100,11:27:58.1","+29:30:21.4,+29:30:21.43,+29:30:35.00,+29:30:35.0",Ia
SN1998T,1998/03/03,13,NGC 3690,"11:28:33.14,11:28:33.16,11:28:33.161","+58:33:44.0,+58:33:43.7,+58:33:43.70",Ib
SN1993G,1993/03/06,17.2,NGC 3690,"11:28:33.43,11:28:33.37,11:28:33.439,11:28:33.44","+58:33:31.0,+58:33:30.97,+58:33:31.21,+58:33:31.2",II
SN1999D,1999/01/16,15.8,NGC 3690,"11:28:28.38,11:28:28.380,11:28:28.42","+58:33:39.0,+58:33:38.99,+58:33:38.7",II
SN2010P,2010/01/18,17.3,NGC 3690,"11:28:31.38,11:28:31.362","+58:33:49.3,+58:33:49.35",Ib/IIb
SN2019lqo,2019/07/21,17.97,NGC 3690,"11:28:32.460,11:28:32.4","+58:33:44.82,+58:33:44.64",II
SN1992bu,1992/03/09,16.6,NGC 3690,"11:28:31.5,11:28:31.4,11:28:31.500,11:28:31.50,11:28:31.40","+58:33:38,+58:33:38.99,+58:33:39.0,+58:33:38.0",Ib/c?
SN2005U,2005/01/30,15.8,NGC 3690,"11:28:33.22,11:28:33.13","+58:33:42.5,+58:33:41.3",IIb
SN2010O,2010/01/24,15.6,NGC 3690,11:28:33.86,+58:33:51.6,Ib
SN2013hu,2013/12/28,16.6,NGC 3693,11:28:07.86,-13:11:33.6,II P
SN2002at,2002/02/05,17.8,NGC 3720,"11:32:21.95,11:32:21.84,11:32:21.950","+00:48:08.8,+00:48:08.64,+00:48:08.78",II
SN1980D,1980/03/17,13.78,NGC 3733,"11:34:58.12,11:34:58.13,11:34:58.100,11:34:58.1","+54:52:54.7,+54:52:55.09,+54:52:55.00,+54:52:55.0,+54:52:55.1",II
SN1998cn,1998/06/17,15.8,NGC 3735,"11:35:54.4,11:35:54.401,11:35:54.44,11:35:54.40","+70:32:10,+70:32:10.2,+70:32:10.21",Ia
SN2005ba,2005/04/01,17.2,NGC 3746,11:37:42.58,+22:00:38.9,II
SN2002ar,2002/02/03,16.5,NGC 3746,"11:37:43.92,11:37:43.920","+22:00:34.4,+22:00:34.42",Ia
SN1975T,1975/12/28,15.7,NGC 3756,"11:36:42,11:36:42.400,11:36:42.4,11:36:42.06","+54:17.2,+54:17:14.00,+54:17:14.0,+54:17:02.0",II
SN1992bt,1992/12/19,16,NGC 3780,"11:39:19.76,11:39:19.68,11:39:19.759","+56:16:15.9,+56:16:15.96,+56:16:15.89",II P?
SN1978H,1978/11/07,16.5,NGC 3780,"11:39:23.67,11:39:23.76,11:39:23.669","+56:16:00.9,+56:16:00.84,+56:16:00.91",II
SN2004bd,2004/04/07,14.3,NGC 3786,11:39:42.18,+31:54:31.8,Ia
SN1999bu,1999/04/16,18.7,NGC 3786,"11:39:42.50,11:39:42.499","+31:54:29.1,+31:54:29.09",Ic
SNhunt406,2019/02/26,18.99,NGC 3806,"11:40:47.520,11:40:47.52","+17:47:31.20,+17:47:31.2",
SN2013db,2013/05/29,16.1,NGC 3808,11:40:43.99,+22:25:54.9,II
SN2000ew,2000/11/28,14,NGC 3810,"11:40:58.52,11:40:58.60,11:40:58.519","+11:27:55.9,+11:27:55.8,+11:27:55.91",Ib
SN1997dq,1997/11/02,15,NGC 3810,"11:40:55.90,11:40:55.901","+11:28:45.7,+11:28:45.70",Ic
SN1969C,1969/02/09,12,NGC 3811,"11:41:17.8,11:41:17.76,11:41:17.000,11:41:17.0,11:41:17.55","+47:41:33,+47:41:40.00,+47:41:40.0,+47:41:33.3",Ia
SN1971K,1971/06/12,16.1,NGC 3811,"11:41:14.0,11:41:13.92,11:41:13.200,11:41:13.2,11:41:13.69","+47:41:10,+47:41:09.96,+47:41:17.00,+47:41:17.0,+47:41:10.3",II
SN2018ast,2018/04/08,16.7,NGC 3812,"11:41:07.982,11:41:07.92","+24:49:10.38,+24:49:10.2",Ia-91bg
SN2000dk,2000/09/18,15.4,NGC 382,"01:07:23.52,01:07:23.520","+32:24:23.2,+32:24:23.18",Ia
SN2018hzg,2018/11/06,14.4,NGC 3825,"11:42:23.662,20:51:28.800,20:51:28.8,11:42:23.76","+10:15:51.14,-23:28:22.23,-23:28:22.08,+10:15:51.12",Ia
SNhunt107,2012/01/26,19.2,NGC 3826,"11:42:34.5,11:42:34.52,11:42:34.56","+26:28:19,+26:28:18.7,+26:28:18.48",Candidate
SN2015ar,2015/11/11,14.76,NGC 383,01:07:20.38,+32:23:59.8,Ia
SN2017hle,2017/10/18,16.72,NGC 383,"01:07:33.060,01:07:33.06","+32:24:30.00,+32:24:29.6",Ia-91bg
SN2009U,2009/02/02,16.1,NGC 3831,11:43:18.72,-12:52:46.1,Ia
SNhunt311,2016/03/03,17.7,NGC 3832,"11:43:31.23,11:43:31.2","+22:43:17.3,+22:43:17.4",
SN1968F,1968/02/19,16.2,NGC 3834,"11:43:36,11:43:37.300,11:43:37.3,11:43:37.19","+19:05.8,+19:05:37.00,+19:05:37.0,+19:05:36.8",
SN2017rt,2017/01/10,17.45,NGC 3836,"11:43:29.260,11:43:29.25","-16:47:37.27,-16:47:37.2",Ic
SN2009mh,2009/12/12,,NGC 3839,"11:43:55.93,11:43:55.92","+10:46:55.2,+10:46:54.48",Ia
SN2011ho,2011/10/28,18.3,NGC 3847,"11:44:12.95,11:44:13.0,11:44:12.94,11:44:12.72","+33:30:58.1,+33:30:58,+33:30:58.0,+33:30:58.68",Ia
SN2014U,2014/02/23,18.9,NGC 3859,11:44:52.16,+19:27:17.8,II
SN2007ci,2007/05/15,15.8,NGC 3873,11:45:45.85,+19:46:13.9,Ia
SN1998S,1998/03/02,11.7,NGC 3877,"11:46:06.13,11:46:06.24,11:46:06.11,11:46:06.180,11:46:06.18","+47:28:55.4,+47:28:55.56,+47:28:55.8,+47:28:55.49,+47:28:55.57",IIn
SN2018yn,2018/02/23,18,NGC 3884,"11:46:13.030,11:46:12.96","+20:23:18.60,+20:23:18.6",Ic
SN2015Q,2015/06/17,16.1,NGC 3888,"11:47:35.08,11:47:35.12","+55:58:14.7,+55:58:15.4",Ib
SN2018bdv,2018/04/29,18.52,NGC 3891,"11:48:04.240,11:48:04.32","+30:21:36.22,+30:21:36.36",II P
SN2006or,2006/11/18,16.4,NGC 3891,11:48:03.47,+30:21:24.0,Ia
