Name,Disc. Date,mmax,Host Name,R.A.,Dec.,Type
SN2008hl,2008/11/20,18.8,NGC 7451,23:00:40.35,+08:27:55.5,Ib/c?
SN2003gk,2003/07/01,17.2,NGC 7460,"23:01:42.99,23:01:42.998","+02:16:08.7,+02:16:08.79",Ib
SN2007hj,2007/09/01,15.48,NGC 7461,"23:01:47.89,23:01:47.880","+15:35:11.4,+15:35:11.23",Ia
SN2008ec,2008/07/14,15.46,NGC 7469,23:03:16.56,+08:52:19.8,Ia
SN2000ft,2000/10/27,14.9,NGC 7469,"23:03:15.45,23:03:15.44,23:03:15.511,23:03:15.62","+08:52:26.5,+08:52:26.29",II
SN2017fax,2017/06/25,16.92,NGC 7473,"23:03:56.380,23:03:56.35","+30:09:28.80,+30:09:28.5",Ia-91bg
SN2009jf,2009/09/27,14.3,NGC 7479,23:04:52.98,+12:19:59.5,Ib
SN1990U,1990/08/02,16,NGC 7479,"23:04:54.96,23:04:54.92,23:04:54.919","+12:18:20.1,+12:18:20.09",Ib
SN2010id,2010/09/16,17.4,NGC 7483,"23:05:48.88,23:05:48.879,23:05:49.04","+03:31:25.5,+03:31:25.54,+03:31:20.6",II
SN2011gu,2011/10/14,17.44,NGC 7485,"23:06:02.80,23:06:02.88,23:06:04.85,23:06:02.79","+34:06:36.7,+34:06:36.72,+34:06:27.7",Ia
SN2018gvt,2018/09/27,17,NGC 7489,"23:07:32.540,23:07:32.64,23:07:32.54","+23:00:20.93,+23:00:20.88,+23:00:20.8",II
SN2001dm,2001/08/07,15.4,NGC 749,"01:55:40.55,01:55:40.550","-29:55:20.7,-29:55:20.71",Ia
SN1973N,1973/09/02,15.25,NGC 7495,"23:08:49,23:08:49.400,23:08:49.4,23:08:56.23","+12:03.0,+12:02:57.00,+12:02:57.0,+12:02:45.8",Ia
SN1986M,1986/12/07,16.5,NGC 7499,"23:10:24,23:10:24.400,23:10:24.4,23:10:23.38","+07:35.1,+07:35:09.00,+07:35:09.0,+07:35:23.1",Ia
SN2001ic,2001/12/07,17.4,NGC 7503,"23:10:43.34,23:10:43.339","+07:34:10.4,+07:34:10.42",Ia
SNhunt387,2018/07/05,18.84,NGC 753,"01:57:43.460,01:57:43.464",+35:54:35.64,
SN1954E,1954/09/26,18.5,NGC 753,"01:57:39,01:57:39.200,01:57:39.2,01:57:38.76","+35:54.5,+35:54:29.00,+35:54:29.0,+35:54:32.2",
SN2008gm,2008/10/22,15.65,NGC 7530,23:14:12.39,-02:46:52.4,IIn
SN2012dj,2012/07/01,,NGC 7531,"23:14:47.98,23:14:48","-43:36:22.3,-43:36:23.04",Ib/c
SN2018cmo,2018/06/13,16.1,NGC 7533,"23:14:22.095,23:14:22.08","-02:02:01.46,-02:02:01.464",Ia
SN2002gd,2002/10/05,16.4,NGC 7537,"23:14:37.01,23:14:36.96,23:14:36.98,23:14:36.979","+04:30:06.1,+04:30:05.688,+04:30:05.7,+04:30:05.69",II P
SN1998dh,1998/07/20,13.93,NGC 7541,"23:14:40.31,23:14:40.310","+04:32:14.1,+04:32:14.10",Ia
SN2017jmk,2017/12/31,17.81,NGC 7541,"23:14:45.100,23:14:45.12","+04:31:51.10,+04:31:50.628",II
SN2009nq,2009/12/28,15.2,NGC 7549,"23:15:16.97,23:15:17.004","+19:01:22.5,+19:01:21.58",Ia
SN2019fya,2019/05/24,14.34,NGC 7549,"23:15:16.120,23:15:16.08,23:15:16.05","+19:02:30.20,+19:02:29.76,+19:02:29.8",II
SN2017bzc,2017/03/07,13.33,NGC 7552,"23:16:14.690,23:16:14.64","-42:34:10.90,-42:34:10.56",Ia
SN1990V,1990/07/29,18,NGC 7564,"23:15:38,23:15:38.800,23:15:38.8,23:15:39.18","+07:17.1,+07:17:05.00,+07:17:05.0,+07:18:25.8",II
SN1972M,1972/10/08,18,NGC 7564,"23:15:38,23:15:38.300,23:15:38.3,23:15:38.61","+07:17.3,+07:17:16.00,+07:17:16.0,+07:18:35.9",
SN2012gm,2012/11/19,14.6,NGC 7580,23:17:37.03,+14:00:08.9,Ia
SN2011hv,2011/11/17,16.3,NGC 7589,"23:18:16.55,23:18:16.54","+00:15:43.1,+00:15:43.0",Ia
SN2002fb,2002/09/06,16.28,NGC 759,"01:57:48.90,01:57:48.900","+36:20:26.3,+36:20:26.30",Ia-91bg
SN1965M,1965/10/04,16,NGC 7606,"23:19:02,23:19:02.900,23:19:02.9,23:19:02.76","-08:28.3,-08:28:21.00,-08:28:21.0,-08:28:16.4",
SN1987N,1987/12/14,12.85,NGC 7606,"23:19:03.32,23:19:03.37,23:19:03.420,23:19:03.42","-08:28:37.5,-08:28:37.62,-08:28:37.70,-08:28:37.7,-08:28:37.6",Ia
SN1973M,1973/06/08,19,NGC 7609,"23:19:30,23:19:30.600,23:19:30.6,23:19:30.62","+09:29.9,+09:29:52.00,+09:29:52.0,+09:30:30.6",
SN2013fs,2013/10/07,14.09,NGC 7610,"23:19:44.70,23:19:44.700,23:19:44.67","+10:11:05.0,+10:11:04.40,+10:11:04.5,+10:11:04.3",II P
SN1970J,1970/09/24,14.11,NGC 7619,"23:20:12,23:20:12.800,23:20:12.8,23:20:12.71","+08:11.9,+08:11:56.00,+08:11:56.0,+08:11:52.4",Ia
SN1988ab,1988/12/04,15.6,NGC 762,"01:56:56,01:56:56.500,01:56:56.5,01:56:55.55","-05:23.9,-05:23:54.00,-05:23:54.0,-05:24:06.3",Ia
SN2008ea,2008/07/06,17.02,NGC 7624,"23:20:22.58,23:20:22.62","+27:19:10.2,+27:19:11.0",II
SN2010kc,2010/11/15,17,NGC 7624,23:20:22.33,+27:18:57.8,Ib
SN1972J,1972/08/13,14.2,NGC 7634,"23:21:41,23:21:41.800,23:21:41.8,23:21:41.56","+08:52.5,+08:52:27.00,+08:52:27.0,+08:52:42.7",Ia
SN1992ao,1992/07/28,17,NGC 7637,"23:26:52.95,23:26:52.91,23:26:52.990,23:26:52.99","-81:53:44.8,-81:53:45.01,-81:53:44.92,-81:53:44.9,-81:53:45.0",II
SN2012ah,2012/02/21,14.6,NGC 7637,23:25:59.63,-81:54:33.3,Ia
SN1974H,1974/07/23,17.5,NGC 7644,"23:24:32,23:24:32.700,23:24:32.7,23:24:27.62","+13:58.3,+13:58:20.00,+13:58:20.0,+13:58:10.9",
SN2010kx,2010/12/19,16.8,NGC 7645,23:23:46.37,-29:23:10.0,II P
SN2009hi,2009/07/10,17.7,NGC 7647,"23:23:57.450,23:23:56.24","+16:46:38.08,+16:46:30.0",Ia
SN1995W,1995/08/05,16,NGC 7650,"23:25:22.57,23:25:17.100,23:25:20.37","-57:47:45.8,-57:48:00.00,-57:48:00.0,-57:47:51.3",II
SN2015bf,2015/12/12,15.21,NGC 7653,23:24:49.03,+15:16:52.0,IIn
SNhunt382,2018/06/01,18.12,NGC 7653,"23:24:50.090,23:24:50.16,23:24:50.09","+15:16:45.84,+15:16:46.2,+15:16:46.1",Candidate
SNhunt206,2013/09/05,16.8,NGC 766,"01:58:42.80,01:58:42.8,01:58:42.81,01:58:42.816","+08:20:37.7,+08:20:38,+08:20:37.8,+08:20:37.788",Ia
SN1995ab,1995/09/22,17.7,NGC 7663,"23:26:44.46,23:26:44.460","-04:57:45.9,-04:57:45.90",II
SN2019lre,2019/07/20,18.36,NGC 767,01:58:50.787,-09:35:05.59,II
SN2014ce,2014/08/09,15.14,NGC 7673,23:27:40.86,+23:35:21.4,II
SN2011hb,2011/10/24,16.43,NGC 7674,"23:27:55.51,23:27:55.5,23:27:55.50,23:27:55.68","+08:46:45.7,+08:46:46,+08:46:44.04",Ia
SN2011ee,2011/06/27,17.5,NGC 7674,23:27:57.34,"+08:46:38.1,+08:46:38.0",Ic
SN2002dp,2002/06/18,14.43,NGC 7678,"23:28:30.12,23:28:30.120","+22:25:38.8,+22:25:38.78",Ia
SN1997dc,1997/08/05,18.3,NGC 7678,"23:28:28.41,23:28:28.409","+22:25:23.0,+22:25:23.02",Ib
SN2009ga,2009/06/08,15.9,NGC 7678,23:28:26.78,+22:24:50.4,II
SNhunt324,2016/07/14,,NGC 7685,23:30:30.72,+03:54:06.66,
SN1996al,1996/07/22,14,NGC 7689,"23:33:16.1,23:33:16.099,23:33:16.10","-54:05:02,-54:05:02.00,-50:05:02.0,-54:05:02.0",II
SN2014az,2014/04/30,16.3,NGC 7691,23:32:22.84,+15:51:10.6,II P
SNhunt425,2019/09/05,19.7,NGC 7694,23:33:17.5,-02:42:09.72,
SN1977G,1977/08/01,15.5,NGC 7704,"23:35:08,23:35:08.100,23:35:08.1,23:35:00.00","+04:54.6,+04:54:36.00,+04:54:36.0,+04:53:51.6",
SN2015K,2015/04/25,15.4,NGC 7712,"23:35:52.26,23:35:52.32","+23:36:52.1,+23:36:51.84",Ic
SN1982L,1982/07/21,16,NGC 7713,"23:36:29,23:36:29.700,23:36:29.7,23:36:17.38","-37:55.9,-37:55:51.00,-37:55:51.0,-37:55:47.2",II
SN1999dn,1999/08/19,16.3,NGC 7714,"23:36:14.70,23:36:14.81,23:36:14.700","+02:09:08.8,+02:09:08.4,+02:09:08.78",Ib
SN2007fo,2007/07/09,18.2,NGC 7714,23:36:13.98,+02:09:30.4,Ib
SN2007le,2007/10/13,13.51,NGC 7721,"23:38:48.45,23:38:48.452,23:38:48.48,23:38:48.41","-06:31:21.7,-06:31:21.83,-06:31:21.684,-06:31:21.29,-06:31:21.3",Ia
SN1975N,1975/10/24,13.41,NGC 7723,"23:38:54,23:38:54.800,23:38:54.8,23:38:55.05","-12:57.2,-12:57:09.00,-12:57:09.0,-12:57:15.8",Ia
SN2013ft,2013/09/13,17.05,NGC 7732,"23:41:35.20,23:41:35.156,23:41:35.14","+03:43:30.5,+03:43:30.37,+03:43:30.2",II P
SN2006ee,2006/08/18,17.07,NGC 774,01:59:35.40,+14:00:19.6,II
SN2014cy,2014/08/31,15.55,NGC 7742,23:44:16.03,+10:46:12.5,II P
SN1993R,1993/06/02,17,NGC 7742,"23:44:16.29,23:44:16.400,23:44:16.4,23:44:16.26","+10:46:07.1,+10:46:09.00,+10:46:09.0,+10:46:06.3",Ia/c
SN2013Q,2013/01/25,15.58,NGC 7753,23:47:07.87,+29:29:11.5,Ia
SN2015ae,2015/08/06,17,NGC 7753,23:47:06.15,"+29:29:07.4,+29:29:07.3",II
SN2006A,2006/01/02,17.5,NGC 7753,23:47:03.78,+29:28:55.7,
SN2006ch,2006/05/09,16.5,NGC 7753,23:47:06.12,+29:28:50.6,Ia
SN2004cx,2004/06/26,16.8,NGC 7755,23:47:52.86,"-30:31:32.6,-30:31:32.5",II
SN1999di,1999/08/08,18,NGC 776,"01:59:54.86,01:59:54.859","+23:38:22.7,+23:38:22.70",Ib
SNhunt398,2018/11/08,20.4,NGC 776,"01:59:55.390,01:59:55.392",+23:38:48.48,
SN2002ef,2002/07/30,16.18,NGC 7761,"23:51:29.54,23:51:29.539","-13:22:46.4,-13:22:46.42",Ia
SN1968Z,1968/09/01,17.9,NGC 7768,"23:50:54,23:50:54.400,23:50:54.4,23:50:56.80","+27:10.7,+27:10:42.00,+27:10:42.0,+27:09:51.2",
SN2019iex,2019/06/26,14.2,NGC 7769,"23:51:03.612,23:51:03.6,23:51:03.63","+20:08:43.69,+20:08:43.8",II
SNhunt423,2019/06/23,,NGC 7769,23:51:03.6,+20:08:43.8,
SN2003hg,2003/08/18,16.48,NGC 7771,"23:51:24.13,23:51:24.24","+20:06:38.3,+20:06:38.16",II P
SN2018cew,2018/06/01,17.58,NGC 7775,"23:52:24.200,23:52:24.24","+28:46:30.60,+28:46:30",Ib
SN2001da,2001/07/09,15.14,NGC 7780,"23:53:32.78,23:53:32.779","+08:07:02.6,+08:07:02.60",Ia
SN2003gl,2003/07/05,18.2,NGC 7782,"23:53:53.99,23:53:53.998","+07:57:23.7,+07:57:23.79",Ia
SN2008bk,2008/03/25,12.83,NGC 7793,23:57:50.42,-32:33:21.5,II P
SN1995ai,1995/10/24,18.3,NGC 7794,"23:58:33.06,23:58:33.060","+10:43:23.9,+10:43:23.92",II
SN2007kj,2007/10/02,16.98,NGC 7803,00:01:19.58,+13:06:30.6,Ib
SN2017gww,2017/09/26,17.51,NGC 7816,"00:03:49.210,0:03:49.1712,00:03:49.21,00:03:49.20,00:03:49.2101","+07:28:00.10,+07:27:59.7262,+07:28:00.3",II
SN2011eb,2011/07/09,15.1,NGC 782,01:57:36.58,-57:48:00.8,Ia
SN2004fz,2004/11/14,15.03,NGC 783,02:01:06.41,+31:52:44.2,Ia
SN1998dj,1998/08/08,16,NGC 788,"02:01:06.92,02:01:06.919","-06:49:04.8,-06:49:04.80",Ia
SN2004ad,2004/03/01,17,NGC 789,02:02:26.39,+32:04:22.2,
SN2004dt,2004/08/11,15.18,NGC 799,"02:02:12.342,02:02:12.768,02:02:12.77","-00:06:02.10,-00:05:51.36,-00:05:51.50,-00:05:51.5",Ia
SN2004ds,2004/08/11,16.8,NGC 808,02:03:56.51,-23:18:50.6,II
SN2006ef,2006/08/18,15.5,NGC 809,02:04:19.51,"-08:43:42.2,-08:43:42.20",Ia
SN2010jj,2010/11/03,16.22,NGC 812,"02:06:52.23,02:06:52.248","+44:34:17.5,+44:34:17.76",IIn
SN1992az,1992/09/29,18,NGC 818,"02:08:46.97,02:08:46.970","+38:46:21.5,+38:46:21.47,+38:46:21.29,+38:46:21.3",II
SN2007hb,2007/08/24,17.8,NGC 819,"02:08:34.02,02:08:34.08,02:33:41.90,02:33:41.898","+29:14:14.3,+29:14:13.9,+37:40:08.2,+37:40:08.12",Ic
SN2016hkn,2016/10/22,16.5,NGC 819,02:08:34.230,+29:14:11.10,IIb
SN2002ea,2002/07/21,17.7,NGC 820,"02:08:25.08,02:08:25.080","+14:20:52.8,+14:20:52.80",II
SN2016eoa,2016/08/02,14.54,NGC 83,"00:21:23.100,00:21:23.059,00:21:23.06","+22:26:08.30,+22:26:07.44,+22:26:07.4",Ia
SN2005H,2005/01/15,15.9,NGC 838,02:09:38.52,"-10:08:43.6,-10:08:43.44",II
SN2003ja,2003/10/22,17.1,NGC 846,02:12:11.81,+44:34:20.8,II
SN2009fu,2009/06/01,15.7,NGC 846,02:12:09.00,+44:33:55.0,Ia
SN2004gv,2004/12/13,16.37,NGC 856,02:13:37.42,-00:43:05.8,Ib
SN2018djd,2018/07/12,15.4,NGC 863,"02:14:33.986,02:14:33.984","-00:45:55.60,-00:45:55.584",Ia
SN2018gjx,2018/09/15,15.8,NGC 865,"02:16:15.550,02:16:15.576,02:16:15.57","+28:35:28.70,+28:35:28.68,+28:35:28.5",II
SN1994Z,1994/10/02,14.6,NGC 87,"00:21:16.59,00:21:16.55,00:21:16.601,00:21:16.60","-48:37:49.3,-48:37:49.58,-48:37:49.51,-48:37:49.5,-48:37:49.6",II
SN2019rn,2019/01/12,16.56,NGC 877,"02:17:59.605,02:17:59.616","+14:32:00.41,+14:32:00.24",IIb
SN2011hk,2011/10/31,16.96,NGC 881,"02:18:45.81,02:18:45.816,02:18:45.84","-06:38:30.5,-06:38:30.516,-06:38:30.3",Ia Pec
SN2016frs,2016/08/23,16.86,NGC 888,02:17:29.290,-59:51:23.90,Ia
SN1986J,1986/08/21,14,NGC 891,"02:22:31.33,02:22:31.30,02:22:31.301","+42:19:56.4,+42:19:57.51,+42:19:57.00,+42:19:57.0,+42:19:57.5",II
SN2003id,2003/09/16,16.33,NGC 895,02:21:35.70,-05:31:51.0,Ic Pec
SN2006ce,2006/05/10,12.4,NGC 908,02:22:54.63,-21:14:29.4,Ia
SN1994ai,1994/12/20,17,NGC 908,"02:23:06.17,02:23:06.170","-21:14:09.3,-21:13:58.3,-21:13:58.30",Ic
SN2008hs,2008/12/01,15.99,NGC 910,"02:25:29.62,02:25:29.594,02:25:29.616","+41:50:35.1,+41:50:34.92,+41:50:35.16",Ia
SN2006em,2006/08/25,16.91,NGC 911,02:25:44.30,+41:56:31.8,Ia Pec
SN2002eh,2002/08/01,16.4,NGC 917,"02:26:08.45,02:26:08.450","+31:54:45.2,+31:54:45.22",Ia
SN2011ek,2011/08/04,14.04,NGC 918,"02:25:48.89,02:25:48.888,02:25:48.88","+18:32:00.0,+18:31:59.16",.IaPec
SN2009js,2009/10/11,15.06,NGC 918,02:25:48.28,+18:29:25.8,II-Pp.
SN2007E,2007/01/10,16,NGC 921,02:26:34.41,-15:50:36.5,Ia
SN2008ho,2008/11/26,16.5,NGC 922,02:25:04.00,-24:48:02.4,II
SN1992bf,1992/10/02,17,NGC 930,"02:27:55.13,02:27:55.100,02:27:55.35","+20:19:45.2,+20:19:45.00,+20:19:45.0,+20:19:46.5",Ia Pec
SN2009lw,2009/11/24,18.4,NGC 931,02:28:12.09,+31:18:46.3,IIb/Ib/Ic
SN2006F,2006/01/11,14.44,NGC 935,"02:28:11.43,02:28:11.37","+19:36:12.3,+19:36:13.5",Ib
SN2003gs,2003/07/29,13.32,NGC 936,02:27:38.36,-01:09:35.4,Ia Pec
SN2015ab,2015/07/10,14.7,NGC 938,"02:28:32.86,02:28:32.85","+20:17:07.7,+20:17:08.1",Ia
SN2005ad,2005/02/06,15.63,NGC 941,"02:28:29.45,02:28:29.448","-01:08:20.0,-01:08:20.04",II
SN1998dt,1998/09/01,16.6,NGC 945,"02:28:35.75,02:28:35.72,02:28:35.719,02:28:35.729","-10:33:00.4,-10:32:59.8,-10:32:59.78",Ib
SN2016W,2016/01/20,15.9,NGC 946,02:30:39.69,+42:14:08.9,Ia
SN2005A,2005/01/05,15.65,NGC 958,02:30:43.25,"-02:56:19.8,-02:56:19.79",Ia
SN2017hbi,2017/10/02,16.62,NGC 959,"02:32:31.570,02:32:31.55","+35:29:00.97,+35:29:00.8",Ia
SN1997dp,1997/11/01,17.8,NGC 969,"02:34:06.48,02:34:06.480","+32:56:13.4,+32:56:13.42",Ia
SN0210,2002/10/16,20.48,NGC 972,02:34:13.34,+29:18:36.2,
SN2017hju,2017/10/14,17.85,NGC 974,"02:34:26.220,2:34:26.2286,02:34:26.22","+32:56:14.34,+32:56:13.8336",Ia
SN2012E,2012/01/14,15.73,NGC 975,02:33:22.79,+09:35:05.6,Ia
SN1999dq,1999/09/02,14.43,NGC 976,"02:33:59.68,02:33:59.681","+20:58:30.4,+20:58:30.40",Ia-91T
SN1976J,1976/12/15,14.42,NGC 977,"02:33:02.9,02:33:02.800,02:33:02.8,02:33:02.75","-10:45:50,-10:45:51.00,-10:45:51.0,-10:46:01.1",Ia
SN2018lei,2018/12/31,16.8,NGC 986,"02:33:34.333,02:33:34.344","-39:02:42.41,-39:02:42.36",Ic
SN2012hc,2012/11/10,,NGC 986A,"02:32:40.96,02:32:40.944","-39:17:56.2,-39:17:55.68",II
SN2017gmr,2017/09/04,14.07,NGC 988,"02:35:30.150,02:35:30.168,02:35:30.17","-09:21:14.95,-09:21:15.084,-09:21:15.1",II
SN1984L,1984/08/28,13.87,NGC 991,"02:35:30.54,02:35:30.52,02:35:30.550,02:35:30.55,02:35:30.47","-07:09:30.3,-07:09:30.47,-07:09:30.49,-07:09:30.5",Ib
SN1996bq,1996/10/12,18.7,NGC 996,"02:38:40.03,02:38:40.030","+41:39:17.8,+41:39:17.78",
